"","inbred_name_vector","region","bp_count","bp_proportion","insertion_count","insertion_proportion","insertions_per_1kb"
"1237","NC236","Intron",107881537,0.051,8,0.113,7.41554136367189e-05
"1238","NC236","UTR3",10917611,0.005,0,0,0
"1239","NC236","Intergenic",1895480830,0.889,38,0.535,2.0047683626534e-05
"1240","NC236","Not assigned",NA,NA,35,0.493,NA
"1241","NC238","Promoter",72627588,0.034,9,0.164,0.000123919852604771
"1242","NC238","UTR5",8484867,0.004,3,0.055,0.000353570657029745
"1243","NC238","Exon",40283128,0.019,2,0.036,4.96485774391701e-05
"1244","NC238","Intron",107881537,0.051,5,0.091,4.63471335229493e-05
"1245","NC238","UTR3",10917611,0.005,0,0,0
"1246","NC238","Intergenic",1895480830,0.889,36,0.655,1.89925423830322e-05
"1247","NC238","Not assigned",NA,NA,25,0.455,NA
"1248","NC250","Promoter",72627588,0.034,9,0.114,0.000123919852604771
"1249","NC250","UTR5",8484867,0.004,2,0.025,0.000235713771353163
"1250","NC250","Exon",40283128,0.019,0,0,0
"1251","NC250","Intron",107881537,0.051,6,0.076,5.56165602275392e-05
"1252","NC250","UTR3",10917611,0.005,0,0,0
"1253","NC250","Intergenic",1895480830,0.889,62,0.785,3.27093785485554e-05
"1254","NC250","Not assigned",NA,NA,37,0.468,NA
"1255","NC258","Promoter",72627588,0.034,20,0.27,0.000275377450232823
"1256","NC258","UTR5",8484867,0.004,5,0.068,0.000589284428382908
"1257","NC258","Exon",40283128,0.019,0,0,0
"1258","NC258","Intron",107881537,0.051,3,0.041,2.78082801137696e-05
"1259","NC258","UTR3",10917611,0.005,0,0,0
"1260","NC258","Intergenic",1895480830,0.889,46,0.622,2.42682486005411e-05
"1261","NC258","Not assigned",NA,NA,57,0.77,NA
"1262","NC260","Promoter",72627588,0.034,18,0.234,0.000247839705209541
"1263","NC260","UTR5",8484867,0.004,6,0.078,0.00070714131405949
"1264","NC260","Exon",40283128,0.019,2,0.026,4.96485774391701e-05
"1265","NC260","Intron",107881537,0.051,5,0.065,4.63471335229493e-05
"1266","NC260","UTR3",10917611,0.005,0,0,0
"1267","NC260","Intergenic",1895480830,0.889,46,0.597,2.42682486005411e-05
"1268","NC260","Not assigned",NA,NA,39,0.506,NA
"1269","NC262","Promoter",72627588,0.034,25,0.223,0.000344221812791029
"1270","NC262","UTR5",8484867,0.004,6,0.054,0.00070714131405949
"1271","NC262","Exon",40283128,0.019,0,0,0
"1272","NC262","Intron",107881537,0.051,12,0.107,0.000111233120455078
"1273","NC262","UTR3",10917611,0.005,0,0,0
"1274","NC262","Intergenic",1895480830,0.889,69,0.616,3.64023729008117e-05
"1275","NC262","Not assigned",NA,NA,56,0.5,NA
"1276","NC264","Promoter",72627588,0.034,7,0.077,9.63821075814882e-05
"1277","NC264","UTR5",8484867,0.004,11,0.121,0.0012964257424424
"1278","NC264","Exon",40283128,0.019,1,0.011,2.4824288719585e-05
"1279","NC264","Intron",107881537,0.051,10,0.11,9.26942670458987e-05
"1280","NC264","UTR3",10917611,0.005,0,0,0
"1281","NC264","Intergenic",1895480830,0.889,62,0.681,3.27093785485554e-05
"1282","NC264","Not assigned",NA,NA,46,0.505,NA
"1283","NC290A","Promoter",72627588,0.034,10,0.192,0.000137688725116412
"1284","NC290A","UTR5",8484867,0.004,3,0.058,0.000353570657029745
"1285","NC290A","Exon",40283128,0.019,0,0,0
"1286","NC290A","Intron",107881537,0.051,2,0.038,1.85388534091797e-05
"1287","NC290A","UTR3",10917611,0.005,0,0,0
"1288","NC290A","Intergenic",1895480830,0.889,37,0.712,1.95201130047831e-05
"1289","NC290A","Not assigned",NA,NA,24,0.462,NA
"1290","NC294","Promoter",72627588,0.034,15,0.136,0.000206533087674618
"1291","NC294","UTR5",8484867,0.004,1,0.009,0.000117856885676582
"1292","NC294","Exon",40283128,0.019,0,0,0
"1293","NC294","Intron",107881537,0.051,7,0.064,6.48859869321291e-05
"1294","NC294","UTR3",10917611,0.005,0,0,0
"1295","NC294","Intergenic",1895480830,0.889,87,0.791,4.58986440923277e-05
"1296","NC294","Not assigned",NA,NA,63,0.573,NA
"1297","NC296","Promoter",72627588,0.034,19,0.142,0.000261608577721182
"1298","NC296","UTR5",8484867,0.004,2,0.015,0.000235713771353163
"1299","NC296","Exon",40283128,0.019,0,0,0
"1300","NC296","Intron",107881537,0.051,13,0.097,0.000120502547159668
"1301","NC296","UTR3",10917611,0.005,4,0.03,0.000366380520427042
"1302","NC296","Intergenic",1895480830,0.889,96,0.716,5.06467796880858e-05
"1303","NC296","Not assigned",NA,NA,61,0.455,NA
"1304","NC296A","Promoter",72627588,0.034,8,0.14,0.000110150980093129
"1305","NC296A","UTR5",8484867,0.004,3,0.053,0.000353570657029745
"1306","NC296A","Exon",40283128,0.019,0,0,0
"1307","NC296A","Intron",107881537,0.051,9,0.158,8.34248403413088e-05
"1308","NC296A","UTR3",10917611,0.005,4,0.07,0.000366380520427042
"1309","NC296A","Intergenic",1895480830,0.889,33,0.579,1.74098305177795e-05
"1310","NC296A","Not assigned",NA,NA,26,0.456,NA
"1311","NC298","Promoter",72627588,0.034,5,0.135,6.88443625582058e-05
"1312","NC298","UTR5",8484867,0.004,2,0.054,0.000235713771353163
"1313","NC298","Exon",40283128,0.019,1,0.027,2.4824288719585e-05
"1314","NC298","Intron",107881537,0.051,3,0.081,2.78082801137696e-05
"1315","NC298","UTR3",10917611,0.005,0,0,0
"1316","NC298","Intergenic",1895480830,0.889,26,0.703,1.37168361655232e-05
"1317","NC298","Not assigned",NA,NA,33,0.892,NA
"1318","NC300","Promoter",72627588,0.034,3,0.053,4.13066175349235e-05
"1319","NC300","UTR5",8484867,0.004,8,0.14,0.000942855085412653
"1320","NC300","Exon",40283128,0.019,2,0.035,4.96485774391701e-05
"1321","NC300","Intron",107881537,0.051,10,0.175,9.26942670458987e-05
"1322","NC300","UTR3",10917611,0.005,1,0.018,9.15951301067605e-05
"1323","NC300","Intergenic",1895480830,0.889,33,0.579,1.74098305177795e-05
"1324","NC300","Not assigned",NA,NA,36,0.632,NA
"1325","NC302","Promoter",72627588,0.034,21,0.239,0.000289146322744465
"1326","NC302","UTR5",8484867,0.004,7,0.08,0.000824998199736071
"1327","NC302","Exon",40283128,0.019,0,0,0
"1328","NC302","Intron",107881537,0.051,6,0.068,5.56165602275392e-05
"1329","NC302","UTR3",10917611,0.005,0,0,0
"1330","NC302","Intergenic",1895480830,0.889,54,0.614,2.84888135745483e-05
"1331","NC302","Not assigned",NA,NA,56,0.636,NA
"1332","NC304","Promoter",72627588,0.034,7,0.108,9.63821075814882e-05
"1333","NC304","UTR5",8484867,0.004,5,0.077,0.000589284428382908
"1334","NC304","Exon",40283128,0.019,0,0,0
"1335","NC304","Intron",107881537,0.051,5,0.077,4.63471335229493e-05
"1336","NC304","UTR3",10917611,0.005,0,0,0
"1337","NC304","Intergenic",1895480830,0.889,48,0.738,2.53233898440429e-05
"1338","NC304","Not assigned",NA,NA,28,0.431,NA
"1339","NC306","Promoter",72627588,0.034,17,0.16,0.0002340708326979
"1340","NC306","UTR5",8484867,0.004,2,0.019,0.000235713771353163
"1341","NC306","Exon",40283128,0.019,1,0.009,2.4824288719585e-05
"1342","NC306","Intron",107881537,0.051,10,0.094,9.26942670458987e-05
"1343","NC306","UTR3",10917611,0.005,0,0,0
"1344","NC306","Intergenic",1895480830,0.889,76,0.717,4.00953672530679e-05
"1345","NC306","Not assigned",NA,NA,68,0.642,NA
"1346","NC310","Promoter",72627588,0.034,17,0.191,0.0002340708326979
"1347","NC310","UTR5",8484867,0.004,0,0,0
"1348","NC310","Exon",40283128,0.019,1,0.011,2.4824288719585e-05
"1349","NC310","Intron",107881537,0.051,12,0.135,0.000111233120455078
"1350","NC310","UTR3",10917611,0.005,0,0,0
"1351","NC310","Intergenic",1895480830,0.889,59,0.663,3.11266666833027e-05
"1352","NC310","Not assigned",NA,NA,69,0.775,NA
"1353","NC314","Promoter",72627588,0.034,15,0.167,0.000206533087674618
"1354","NC314","UTR5",8484867,0.004,2,0.022,0.000235713771353163
"1355","NC314","Exon",40283128,0.019,0,0,0
"1356","NC314","Intron",107881537,0.051,9,0.1,8.34248403413088e-05
"1357","NC314","UTR3",10917611,0.005,0,0,0
"1358","NC314","Intergenic",1895480830,0.889,64,0.711,3.37645197920572e-05
"1359","NC314","Not assigned",NA,NA,51,0.567,NA
"1360","NC318","Promoter",72627588,0.034,5,0.082,6.88443625582058e-05
"1361","NC318","UTR5",8484867,0.004,2,0.033,0.000235713771353163
"1362","NC318","Exon",40283128,0.019,0,0,0
"1363","NC318","Intron",107881537,0.051,4,0.066,3.70777068183595e-05
"1364","NC318","UTR3",10917611,0.005,0,0,0
"1365","NC318","Intergenic",1895480830,0.889,50,0.82,2.63785310875447e-05
"1366","NC318","Not assigned",NA,NA,27,0.443,NA
"1367","NC320","Promoter",72627588,0.034,8,0.154,0.000110150980093129
"1368","NC320","UTR5",8484867,0.004,5,0.096,0.000589284428382908
"1369","NC320","Exon",40283128,0.019,2,0.038,4.96485774391701e-05
"1370","NC320","Intron",107881537,0.051,3,0.058,2.78082801137696e-05
"1371","NC320","UTR3",10917611,0.005,0,0,0
"1372","NC320","Intergenic",1895480830,0.889,34,0.654,1.79374011395304e-05
"1373","NC320","Not assigned",NA,NA,20,0.385,NA
"1374","NC324","Promoter",72627588,0.034,14,0.109,0.000192764215162976
"1375","NC324","UTR5",8484867,0.004,1,0.008,0.000117856885676582
"1376","NC324","Exon",40283128,0.019,4,0.031,9.92971548783401e-05
"1377","NC324","Intron",107881537,0.051,12,0.094,0.000111233120455078
"1378","NC324","UTR3",10917611,0.005,0,0,0
"1379","NC324","Intergenic",1895480830,0.889,97,0.758,5.11743503098367e-05
"1380","NC324","Not assigned",NA,NA,66,0.516,NA
"1381","NC326","Promoter",72627588,0.034,16,0.165,0.000220301960186259
"1382","NC326","UTR5",8484867,0.004,0,0,0
"1383","NC326","Exon",40283128,0.019,1,0.01,2.4824288719585e-05
"1384","NC326","Intron",107881537,0.051,8,0.082,7.41554136367189e-05
"1385","NC326","UTR3",10917611,0.005,0,0,0
"1386","NC326","Intergenic",1895480830,0.889,72,0.742,3.79850847660643e-05
"1387","NC326","Not assigned",NA,NA,50,0.515,NA
"1388","NC328","Promoter",72627588,0.034,21,0.196,0.000289146322744465
"1389","NC328","UTR5",8484867,0.004,1,0.009,0.000117856885676582
"1390","NC328","Exon",40283128,0.019,1,0.009,2.4824288719585e-05
"1391","NC328","Intron",107881537,0.051,12,0.112,0.000111233120455078
"1392","NC328","UTR3",10917611,0.005,0,0,0
"1393","NC328","Intergenic",1895480830,0.889,72,0.673,3.79850847660643e-05
"1394","NC328","Not assigned",NA,NA,44,0.411,NA
"1395","NC33","Promoter",72627588,0.034,24,0.109,0.000330452940279388
"1396","NC33","UTR5",8484867,0.004,15,0.068,0.00176785328514872
"1397","NC33","Exon",40283128,0.019,8,0.036,0.00019859430975668
"1398","NC33","Intron",107881537,0.051,20,0.09,0.000185388534091797
"1399","NC33","UTR3",10917611,0.005,1,0.005,9.15951301067605e-05
"1400","NC33","Intergenic",1895480830,0.889,153,0.692,8.07183051278867e-05
"1401","NC33","Not assigned",NA,NA,141,0.638,NA
"1402","NC336","Promoter",72627588,0.034,9,0.095,0.000123919852604771
"1403","NC336","UTR5",8484867,0.004,6,0.063,0.00070714131405949
"1404","NC336","Exon",40283128,0.019,1,0.011,2.4824288719585e-05
"1405","NC336","Intron",107881537,0.051,10,0.105,9.26942670458987e-05
"1406","NC336","UTR3",10917611,0.005,1,0.011,9.15951301067605e-05
"1407","NC336","Intergenic",1895480830,0.889,68,0.716,3.58748022790608e-05
"1408","NC336","Not assigned",NA,NA,55,0.579,NA
"1409","NC338","Promoter",72627588,0.034,13,0.155,0.000178995342651335
"1410","NC338","UTR5",8484867,0.004,7,0.083,0.000824998199736071
"1411","NC338","Exon",40283128,0.019,1,0.012,2.4824288719585e-05
"1412","NC338","Intron",107881537,0.051,6,0.071,5.56165602275392e-05
"1413","NC338","UTR3",10917611,0.005,0,0,0
"1414","NC338","Intergenic",1895480830,0.889,57,0.679,3.00715254398009e-05
"1415","NC338","Not assigned",NA,NA,38,0.452,NA
"1416","NC340","Promoter",72627588,0.034,12,0.121,0.000165226470139694
"1417","NC340","UTR5",8484867,0.004,14,0.141,0.00164999639947214
"1418","NC340","Exon",40283128,0.019,2,0.02,4.96485774391701e-05
"1419","NC340","Intron",107881537,0.051,13,0.131,0.000120502547159668
"1420","NC340","UTR3",10917611,0.005,2,0.02,0.000183190260213521
"1421","NC340","Intergenic",1895480830,0.889,56,0.566,2.954395481805e-05
"1422","NC340","Not assigned",NA,NA,48,0.485,NA
"1423","NC342","Promoter",72627588,0.034,20,0.408,0.000275377450232823
"1424","NC342","UTR5",8484867,0.004,4,0.082,0.000471427542706326
"1425","NC342","Exon",40283128,0.019,0,0,0
"1426","NC342","Intron",107881537,0.051,2,0.041,1.85388534091797e-05
"1427","NC342","UTR3",10917611,0.005,0,0,0
"1428","NC342","Intergenic",1895480830,0.889,23,0.469,1.21341243002706e-05
"1429","NC342","Not assigned",NA,NA,21,0.429,NA
"1430","NC344","Promoter",72627588,0.034,8,0.25,0.000110150980093129
"1431","NC344","UTR5",8484867,0.004,2,0.062,0.000235713771353163
"1432","NC344","Exon",40283128,0.019,0,0,0
"1433","NC344","Intron",107881537,0.051,4,0.125,3.70777068183595e-05
"1434","NC344","UTR3",10917611,0.005,0,0,0
"1435","NC344","Intergenic",1895480830,0.889,18,0.562,9.49627119151609e-06
"1436","NC344","Not assigned",NA,NA,17,0.531,NA
"1437","NC346","Promoter",72627588,0.034,11,0.138,0.000151457597628053
"1438","NC346","UTR5",8484867,0.004,8,0.1,0.000942855085412653
"1439","NC346","Exon",40283128,0.019,0,0,0
"1440","NC346","Intron",107881537,0.051,7,0.088,6.48859869321291e-05
"1441","NC346","UTR3",10917611,0.005,1,0.013,9.15951301067605e-05
"1442","NC346","Intergenic",1895480830,0.889,53,0.662,2.79612429527974e-05
"1443","NC346","Not assigned",NA,NA,67,0.838,NA
"1444","NC348","Promoter",72627588,0.034,15,0.214,0.000206533087674618
"1445","NC348","UTR5",8484867,0.004,4,0.057,0.000471427542706326
"1446","NC348","Exon",40283128,0.019,0,0,0
"1447","NC348","Intron",107881537,0.051,13,0.186,0.000120502547159668
"1448","NC348","UTR3",10917611,0.005,1,0.014,9.15951301067605e-05
"1449","NC348","Intergenic",1895480830,0.889,37,0.529,1.95201130047831e-05
"1450","NC348","Not assigned",NA,NA,51,0.729,NA
"1451","NC350","Promoter",72627588,0.034,4,0.062,5.50754900465647e-05
"1452","NC350","UTR5",8484867,0.004,2,0.031,0.000235713771353163
"1453","NC350","Exon",40283128,0.019,2,0.031,4.96485774391701e-05
"1454","NC350","Intron",107881537,0.051,3,0.046,2.78082801137696e-05
"1455","NC350","UTR3",10917611,0.005,0,0,0
"1456","NC350","Intergenic",1895480830,0.889,54,0.831,2.84888135745483e-05
"1457","NC350","Not assigned",NA,NA,72,1.108,NA
"1458","NC352","Promoter",72627588,0.034,14,0.194,0.000192764215162976
"1459","NC352","UTR5",8484867,0.004,3,0.042,0.000353570657029745
"1460","NC352","Exon",40283128,0.019,2,0.028,4.96485774391701e-05
"1461","NC352","Intron",107881537,0.051,5,0.069,4.63471335229493e-05
"1462","NC352","UTR3",10917611,0.005,0,0,0
"1463","NC352","Intergenic",1895480830,0.889,48,0.667,2.53233898440429e-05
"1464","NC352","Not assigned",NA,NA,35,0.486,NA
"1465","NC354","Promoter",72627588,0.034,4,0.06,5.50754900465647e-05
"1466","NC354","UTR5",8484867,0.004,3,0.045,0.000353570657029745
"1467","NC354","Exon",40283128,0.019,1,0.015,2.4824288719585e-05
"1468","NC354","Intron",107881537,0.051,2,0.03,1.85388534091797e-05
"1469","NC354","UTR3",10917611,0.005,0,0,0
"1470","NC354","Intergenic",1895480830,0.889,57,0.851,3.00715254398009e-05
"1471","NC354","Not assigned",NA,NA,34,0.507,NA
"1472","NC356","Promoter",72627588,0.034,8,0.143,0.000110150980093129
"1473","NC356","UTR5",8484867,0.004,1,0.018,0.000117856885676582
"1474","NC356","Exon",40283128,0.019,1,0.018,2.4824288719585e-05
"1475","NC356","Intron",107881537,0.051,8,0.143,7.41554136367189e-05
"1476","NC356","UTR3",10917611,0.005,0,0,0
"1477","NC356","Intergenic",1895480830,0.889,38,0.679,2.0047683626534e-05
"1478","NC356","Not assigned",NA,NA,38,0.679,NA
"1479","NC358","Promoter",72627588,0.034,6,0.09,8.2613235069847e-05
"1480","NC358","UTR5",8484867,0.004,0,0,0
"1481","NC358","Exon",40283128,0.019,1,0.015,2.4824288719585e-05
"1482","NC358","Intron",107881537,0.051,6,0.09,5.56165602275392e-05
"1483","NC358","UTR3",10917611,0.005,1,0.015,9.15951301067605e-05
"1484","NC358","Intergenic",1895480830,0.889,53,0.791,2.79612429527974e-05
"1485","NC358","Not assigned",NA,NA,38,0.567,NA
"1486","NC360","Promoter",72627588,0.034,10,0.204,0.000137688725116412
"1487","NC360","UTR5",8484867,0.004,2,0.041,0.000235713771353163
"1488","NC360","Exon",40283128,0.019,0,0,0
"1489","NC360","Intron",107881537,0.051,3,0.061,2.78082801137696e-05
"1490","NC360","UTR3",10917611,0.005,0,0,0
"1491","NC360","Intergenic",1895480830,0.889,34,0.694,1.79374011395304e-05
"1492","NC360","Not assigned",NA,NA,32,0.653,NA
"1493","NC362","Promoter",72627588,0.034,24,0.289,0.000330452940279388
"1494","NC362","UTR5",8484867,0.004,4,0.048,0.000471427542706326
"1495","NC362","Exon",40283128,0.019,0,0,0
"1496","NC362","Intron",107881537,0.051,5,0.06,4.63471335229493e-05
"1497","NC362","UTR3",10917611,0.005,1,0.012,9.15951301067605e-05
"1498","NC362","Intergenic",1895480830,0.889,49,0.59,2.58509604657938e-05
"1499","NC362","Not assigned",NA,NA,47,0.566,NA
"1500","NC364","Promoter",72627588,0.034,10,0.152,0.000137688725116412
"1501","NC364","UTR5",8484867,0.004,5,0.076,0.000589284428382908
"1502","NC364","Exon",40283128,0.019,1,0.015,2.4824288719585e-05
"1503","NC364","Intron",107881537,0.051,3,0.045,2.78082801137696e-05
"1504","NC364","UTR3",10917611,0.005,0,0,0
"1505","NC364","Intergenic",1895480830,0.889,47,0.712,2.4795819222292e-05
"1506","NC364","Not assigned",NA,NA,37,0.561,NA
"1507","NC366","Promoter",72627588,0.034,11,0.172,0.000151457597628053
"1508","NC366","UTR5",8484867,0.004,5,0.078,0.000589284428382908
"1509","NC366","Exon",40283128,0.019,0,0,0
"1510","NC366","Intron",107881537,0.051,1,0.016,9.26942670458987e-06
"1511","NC366","UTR3",10917611,0.005,0,0,0
"1512","NC366","Intergenic",1895480830,0.889,47,0.734,2.4795819222292e-05
"1513","NC366","Not assigned",NA,NA,42,0.656,NA
"1514","NC368","Promoter",72627588,0.034,19,0.232,0.000261608577721182
"1515","NC368","UTR5",8484867,0.004,1,0.012,0.000117856885676582
"1516","NC368","Exon",40283128,0.019,2,0.024,4.96485774391701e-05
"1517","NC368","Intron",107881537,0.051,9,0.11,8.34248403413088e-05
"1518","NC368","UTR3",10917611,0.005,0,0,0
"1519","NC368","Intergenic",1895480830,0.889,51,0.622,2.69061017092956e-05
"1520","NC368","Not assigned",NA,NA,51,0.622,NA
"1521","ND246","Promoter",72627588,0.034,8,0.129,0.000110150980093129
"1522","ND246","UTR5",8484867,0.004,2,0.032,0.000235713771353163
"1523","ND246","Exon",40283128,0.019,1,0.016,2.4824288719585e-05
"1524","ND246","Intron",107881537,0.051,3,0.048,2.78082801137696e-05
"1525","ND246","UTR3",10917611,0.005,0,0,0
"1526","ND246","Intergenic",1895480830,0.889,48,0.774,2.53233898440429e-05
"1527","ND246","Not assigned",NA,NA,48,0.774,NA
"1528","Oh40B","Promoter",72627588,0.034,16,0.174,0.000220301960186259
"1529","Oh40B","UTR5",8484867,0.004,3,0.033,0.000353570657029745
"1530","Oh40B","Exon",40283128,0.019,0,0,0
"1531","Oh40B","Intron",107881537,0.051,8,0.087,7.41554136367189e-05
"1532","Oh40B","UTR3",10917611,0.005,0,0,0
"1533","Oh40B","Intergenic",1895480830,0.889,65,0.707,3.42920904138081e-05
"1534","Oh40B","Not assigned",NA,NA,46,0.5,NA
"1535","Oh43","Promoter",72627588,0.034,24,0.169,0.000330452940279388
"1536","Oh43","UTR5",8484867,0.004,8,0.056,0.000942855085412653
"1537","Oh43","Exon",40283128,0.019,3,0.021,7.44728661587551e-05
"1538","Oh43","Intron",107881537,0.051,12,0.085,0.000111233120455078
"1539","Oh43","UTR3",10917611,0.005,0,0,0
"1540","Oh43","Intergenic",1895480830,0.889,95,0.669,5.01192090663349e-05
"1541","Oh43","Not assigned",NA,NA,125,0.88,NA
"1542","Oh43E","Promoter",72627588,0.034,9,0.129,0.000123919852604771
"1543","Oh43E","UTR5",8484867,0.004,8,0.114,0.000942855085412653
"1544","Oh43E","Exon",40283128,0.019,1,0.014,2.4824288719585e-05
"1545","Oh43E","Intron",107881537,0.051,8,0.114,7.41554136367189e-05
"1546","Oh43E","UTR3",10917611,0.005,0,0,0
"1547","Oh43E","Intergenic",1895480830,0.889,44,0.629,2.32131073570393e-05
"1548","Oh43E","Not assigned",NA,NA,41,0.586,NA
"1549","Oh603","Promoter",72627588,0.034,10,0.159,0.000137688725116412
"1550","Oh603","UTR5",8484867,0.004,2,0.032,0.000235713771353163
"1551","Oh603","Exon",40283128,0.019,2,0.032,4.96485774391701e-05
"1552","Oh603","Intron",107881537,0.051,6,0.095,5.56165602275392e-05
"1553","Oh603","UTR3",10917611,0.005,0,0,0
"1554","Oh603","Intergenic",1895480830,0.889,43,0.683,2.26855367352884e-05
"1555","Oh603","Not assigned",NA,NA,30,0.476,NA
"1556","OH7B","Promoter",72627588,0.034,12,0.152,0.000165226470139694
"1557","OH7B","UTR5",8484867,0.004,2,0.025,0.000235713771353163
"1558","OH7B","Exon",40283128,0.019,6,0.076,0.00014894573231751
"1559","OH7B","Intron",107881537,0.051,8,0.101,7.41554136367189e-05
"1560","OH7B","UTR3",10917611,0.005,0,0,0
"1561","OH7B","Intergenic",1895480830,0.889,51,0.646,2.69061017092956e-05
"1562","OH7B","Not assigned",NA,NA,41,0.519,NA
"1563","Os420","Promoter",72627588,0.034,16,0.165,0.000220301960186259
"1564","Os420","UTR5",8484867,0.004,9,0.093,0.00106071197108923
"1565","Os420","Exon",40283128,0.019,2,0.021,4.96485774391701e-05
"1566","Os420","Intron",107881537,0.051,9,0.093,8.34248403413088e-05
"1567","Os420","UTR3",10917611,0.005,1,0.01,9.15951301067605e-05
"1568","Os420","Intergenic",1895480830,0.889,60,0.619,3.16542373050536e-05
"1569","Os420","Not assigned",NA,NA,44,0.454,NA
"1570","P39Goodman-Buckler","Promoter",72627588,0.034,12,0.203,0.000165226470139694
"1571","P39Goodman-Buckler","UTR5",8484867,0.004,3,0.051,0.000353570657029745
"1572","P39Goodman-Buckler","Exon",40283128,0.019,1,0.017,2.4824288719585e-05
"1573","P39Goodman-Buckler","Intron",107881537,0.051,0,0,0
"1574","P39Goodman-Buckler","UTR3",10917611,0.005,0,0,0
"1575","P39Goodman-Buckler","Intergenic",1895480830,0.889,43,0.729,2.26855367352884e-05
"1576","P39Goodman-Buckler","Not assigned",NA,NA,27,0.458,NA
"1577","Pa762","Promoter",72627588,0.034,17,0.23,0.0002340708326979
"1578","Pa762","UTR5",8484867,0.004,2,0.027,0.000235713771353163
"1579","Pa762","Exon",40283128,0.019,3,0.041,7.44728661587551e-05
"1580","Pa762","Intron",107881537,0.051,6,0.081,5.56165602275392e-05
"1581","Pa762","UTR3",10917611,0.005,0,0,0
"1582","Pa762","Intergenic",1895480830,0.889,46,0.622,2.42682486005411e-05
"1583","Pa762","Not assigned",NA,NA,44,0.595,NA
"1584","Pa875","Promoter",72627588,0.034,3,0.064,4.13066175349235e-05
"1585","Pa875","UTR5",8484867,0.004,4,0.085,0.000471427542706326
"1586","Pa875","Exon",40283128,0.019,0,0,0
"1587","Pa875","Intron",107881537,0.051,4,0.085,3.70777068183595e-05
"1588","Pa875","UTR3",10917611,0.005,0,0,0
"1589","Pa875","Intergenic",1895480830,0.889,36,0.766,1.89925423830322e-05
"1590","Pa875","Not assigned",NA,NA,17,0.362,NA
"1591","Pa880","Promoter",72627588,0.034,7,0.212,9.63821075814882e-05
"1592","Pa880","UTR5",8484867,0.004,0,0,0
"1593","Pa880","Exon",40283128,0.019,1,0.03,2.4824288719585e-05
"1594","Pa880","Intron",107881537,0.051,3,0.091,2.78082801137696e-05
"1595","Pa880","UTR3",10917611,0.005,0,0,0
"1596","Pa880","Intergenic",1895480830,0.889,22,0.667,1.16065536785197e-05
"1597","Pa880","Not assigned",NA,NA,24,0.727,NA
"1598","Pa91","Promoter",72627588,0.034,12,0.138,0.000165226470139694
"1599","Pa91","UTR5",8484867,0.004,8,0.092,0.000942855085412653
"1600","Pa91","Exon",40283128,0.019,0,0,0
"1601","Pa91","Intron",107881537,0.051,10,0.115,9.26942670458987e-05
"1602","Pa91","UTR3",10917611,0.005,0,0,0
"1603","Pa91","Intergenic",1895480830,0.889,57,0.655,3.00715254398009e-05
"1604","Pa91","Not assigned",NA,NA,44,0.506,NA
"1605","R168","Promoter",72627588,0.034,16,0.198,0.000220301960186259
"1606","R168","UTR5",8484867,0.004,3,0.037,0.000353570657029745
"1607","R168","Exon",40283128,0.019,1,0.012,2.4824288719585e-05
"1608","R168","Intron",107881537,0.051,5,0.062,4.63471335229493e-05
"1609","R168","UTR3",10917611,0.005,0,0,0
"1610","R168","Intergenic",1895480830,0.889,56,0.691,2.954395481805e-05
"1611","R168","Not assigned",NA,NA,30,0.37,NA
"1612","R177","Promoter",72627588,0.034,15,0.179,0.000206533087674618
"1613","R177","UTR5",8484867,0.004,4,0.048,0.000471427542706326
"1614","R177","Exon",40283128,0.019,1,0.012,2.4824288719585e-05
"1615","R177","Intron",107881537,0.051,10,0.119,9.26942670458987e-05
"1616","R177","UTR3",10917611,0.005,0,0,0
"1617","R177","Intergenic",1895480830,0.889,54,0.643,2.84888135745483e-05
"1618","R177","Not assigned",NA,NA,40,0.476,NA
"1619","R229","Promoter",72627588,0.034,13,0.138,0.000178995342651335
"1620","R229","UTR5",8484867,0.004,1,0.011,0.000117856885676582
"1621","R229","Exon",40283128,0.019,2,0.021,4.96485774391701e-05
"1622","R229","Intron",107881537,0.051,5,0.053,4.63471335229493e-05
"1623","R229","UTR3",10917611,0.005,0,0,0
"1624","R229","Intergenic",1895480830,0.889,73,0.777,3.85126553878152e-05
"1625","R229","Not assigned",NA,NA,59,0.628,NA
"1626","R4","Promoter",72627588,0.034,12,0.197,0.000165226470139694
"1627","R4","UTR5",8484867,0.004,0,0,0
"1628","R4","Exon",40283128,0.019,2,0.033,4.96485774391701e-05
"1629","R4","Intron",107881537,0.051,7,0.115,6.48859869321291e-05
"1630","R4","UTR3",10917611,0.005,0,0,0
"1631","R4","Intergenic",1895480830,0.889,40,0.656,2.11028248700357e-05
"1632","R4","Not assigned",NA,NA,34,0.557,NA
"1633","SA24","Promoter",72627588,0.034,7,0.152,9.63821075814882e-05
"1634","SA24","UTR5",8484867,0.004,6,0.13,0.00070714131405949
"1635","SA24","Exon",40283128,0.019,0,0,0
"1636","SA24","Intron",107881537,0.051,2,0.043,1.85388534091797e-05
"1637","SA24","UTR3",10917611,0.005,0,0,0
"1638","SA24","Intergenic",1895480830,0.889,31,0.674,1.63546892742777e-05
"1639","SA24","Not assigned",NA,NA,24,0.522,NA
"1640","SC213R","Promoter",72627588,0.034,4,0.103,5.50754900465647e-05
"1641","SC213R","UTR5",8484867,0.004,0,0,0
